Source,Target,Weight
goldze/MVVMHabit,orhanobut/logger,1
mikepenz/AboutLibraries,mikepenz/MaterialDrawer,1
skylot/jadx,springfox/springfox,1
apache/zookeeper,weibocom/motan,1
google/auto,junit-team/junit5,1
ReactiveX/RxAndroid,square/picasso,1
mockito/mockito,cglib/cglib,1
ctripcorp/apollo,mockito/mockito,1
alibaba/jvm-sandbox,Activiti/Activiti,1
apache/ignite,apache/zeppelin,1
JakeWharton/RxRelay,bluelinelabs/Conductor,1
apache/zeppelin,h2oai/h2o-3,1
crazycodeboy/TakePhoto,zhihu/Matisse,1
google/closure-compiler,bazelbuild/bazel,1
spring-projects/spring-data-examples,spring-cloud/spring-cloud-netflix,1
JakeWharton/butterknife,grpc/grpc-java,1
ReactiveX/RxJava,lettuce-io/lettuce-core,1
grpc/grpc-java,openzipkin/zipkin,1
Graylog2/graylog2-server,Activiti/Activiti,1
google/gson,googlesamples/easypermissions,1
ctripcorp/apollo,alibaba/canal,1
guardianproject/haven,reactor/reactor-core,1
Justson/AgentWeb,YoKeyword/Fragmentation,1
alibaba/druid,square/retrofit,1
scwang90/SmartRefreshLayout,H07000223/FlycoTabLayout,1
Karumi/Dexter,jgilfelt/chuck,1
square/picasso,google/auto,1
square/picasso,ReactiveX/RxAndroid,1
yanzhenjie/SwipeRecyclerView,CymChad/BaseRecyclerViewAdapterHelper,1
json-path/JsonPath,pmd/pmd,1
TeamNewPipe/NewPipe,wasabeef/glide-transformations,1
google/ExoPlayer,mikepenz/FastAdapter,1
mybatis/mybatis-3,mybatis/spring-boot-starter,1
elastic/elasticsearch,hankcs/HanLP,1
yipianfengye/android-zxingLibrary,CymChad/BaseRecyclerViewAdapterHelper,1
uber/AutoDispose,MinecraftForge/MinecraftForge,1
Tencent/GT,lovetuzitong/MultiImageSelector,1
netty/netty,mrniko/netty-socketio,1
querydsl/querydsl,alibaba/druid,1
google/gson,square/tape,1
apache/jmeter,spring-cloud/spring-cloud-netflix,1
koral--/android-gif-drawable,mockito/mockito,1
springfox/springfox,web3j/web3j,1
mikepenz/FastAdapter,PhilJay/MPAndroidChart,1
pwittchen/ReactiveNetwork,koral--/android-gif-drawable,1
LMAX-Exchange/disruptor,dianping/cat,1
square/okhttp,JakeWharton/ThreeTenABP,1
googlesamples/easypermissions,google/gson,1
alibaba/ARouter,alibaba/atlas,1
google/gson,JakeWharton/timber,1
CymChad/BaseRecyclerViewAdapterHelper,yhaolpz/FloatWindow,1
Alluxio/alluxio,apache/hive,1
lettuce-io/lettuce-core,web3j/web3j,1
ctripcorp/apollo,spotify/helios,1
LWJGL/lwjgl3,libgdx/libgdx,1
alibaba/druid,alibaba/ARouter,1
apereo/cas,NanoHttpd/nanohttpd,1
apache/flink,apache/rocketmq,1
resilience4j/resilience4j,apache/flink,1
apache/hive,Alluxio/alluxio,1
Jasonchenlijian/FastBle,crazycodeboy/TakePhoto,1
square/javapoet,square/tape,1
springfox/springfox,swagger-api/swagger-core,1
JohnPersano/SuperToasts,davideas/FlexibleAdapter,1
mockito/mockito,apache/cordova-android,1
square/moshi,facebook/stetho,1
googlesamples/easypermissions,google/guice,1
zxing/zxing,amirzaidi/Launcher3,1
FasterXML/jackson-databind,aurelhubert/ahbottomnavigation,1
bytedeco/javacv,WritingMinds/ffmpeg-android-java,1
elastic/elasticsearch,apache/flink,1
eclipse/jetty.project,grpc/grpc-java,1
yanzhenjie/SwipeRecyclerView,square/javapoet,1
apache/kylin,apache/groovy,1
thingsboard/thingsboard,alibaba/atlas,1
eishay/jvm-serializers,FasterXML/jackson-databind,1
bazelbuild/bazel,googlemaps/android-maps-utils,1
sockeqwe/AdapterDelegates,sockeqwe/mosby,1
spring-projects/spring-boot,raphw/byte-buddy,1
wasabeef/glide-transformations,TeamNewPipe/NewPipe,1
square/retrofit,JakeWharton/timber,1
spring-cloud/spring-cloud-netflix,pushtorefresh/storio,1
SeleniumHQ/selenium,facebook/buck,1
googlesamples/easypermissions,googlesamples/google-services,1
googlemaps/android-maps-utils,google/gson,1
ReactiveX/RxJava,realm/realm-java,1
ChadCSong/ShineButton,willowtreeapps/spruce-android,1
pmd/pmd,json-path/JsonPath,1
firebase/quickstart-android,google/guice,1
google/auto,square/leakcanary,1
cglib/cglib,mockito/mockito,1
facebook/litho,bumptech/glide,1
dropwizard/dropwizard,graphql-java/graphql-java,1
alibaba/atlas,alibaba/fastjson,1
alibaba/druid,Activiti/Activiti,1
ReactiveX/RxJava,JakeWharton/RxRelay,1
TeamNewPipe/NewPipe,bumptech/glide,1
sparklemotion/nokogiri,junit-team/junit5,1
material-components/material-components-android,realm/realm-java,1
brettwooldridge/HikariCP,Activiti/Activiti,1
reactor/reactor-core,spring-projects/spring-petclinic,1
LuckSiege/PictureSelector,crazycodeboy/TakePhoto,1
zxing/zxing,apache/jmeter,1
spring-projects/spring-data-examples,spring-projects/spring-framework,1
lingochamp/FileDownloader,razerdp/BasePopup,1
apache/tomcat,apache/hive,1
ReactiveX/RxAndroid,square/okhttp,1
square/javapoet,google/guava,1
aws/aws-sdk-java,codecentric/spring-boot-admin,1
Blankj/awesome-java-leetcode,Blankj/AndroidUtilCode,1
lygttpod/SuperTextView,alibaba/vlayout,1
btraceio/btrace,spotify/helios,1
pushtorefresh/storio,btraceio/btrace,1
facebook/litho,react-native-community/react-native-video,1
dropwizard/dropwizard,Netflix/eureka,1
apache/zookeeper,apache/jmeter,1
apache/rocketmq,ethereum/ethereumj,1
luojilab/DDComponentForAndroid,scwang90/SmartRefreshLayout,1
pmd/pmd,JakeWharton/butterknife,1
apache/ignite,apache/flink,1
apache/rocketmq,apache/incubator-skywalking,1
pmd/pmd,netty/netty,1
spring-projects/spring-data-examples,querydsl/querydsl,1
googlemaps/android-maps-utils,google/guice,1
pwittchen/ReactiveNetwork,naver/pinpoint,1
spring-projects/spring-petclinic,reactor/reactor-core,1
razerdp/BasePopup,CarGuo/GSYVideoPlayer,1
prestodb/presto,facebook/litho,1
apache/storm,apache/groovy,1
rzwitserloot/lombok,apache/beam,1
mikepenz/FastAdapter,google/ExoPlayer,1
pushtorefresh/storio,zxing/zxing,1
apache/zookeeper,apache/kylin,1
apache/zeppelin,apache/hive,1
apache/cordova-android,pwittchen/ReactiveNetwork,1
flyway/flyway,Activiti/Activiti,1
googlemaps/android-maps-utils,firebase/quickstart-android,1
lettuce-io/lettuce-core,spockframework/spock,1
spotify/helios,ctripcorp/apollo,1
googlemaps/android-maps-utils,googlesamples/android-testing,1
facebook/buck,uber/AutoDispose,1
H07000223/FlycoTabLayout,scwang90/SmartRefreshLayout,1
nostra13/Android-Universal-Image-Loader,square/retrofit,1
google/guice,cglib/cglib,1
apache/zookeeper,apache/lucene-solr,1
JakeWharton/RxRelay,realm/realm-java,1
raphw/byte-buddy,cglib/cglib,1
brettwooldridge/HikariCP,springfox/springfox,1
zxing/zxing,ctripcorp/apollo,1
square/retrofit,gotev/android-upload-service,1
CymChad/BaseRecyclerViewAdapterHelper,chrisjenx/Calligraphy,1
rengwuxian/MaterialEditText,JakeWharton/butterknife,1
MinecraftForge/MinecraftForge,alibaba/canal,1
facebook/litho,ReactiveX/RxJava,1
googlesamples/easypermissions,bumptech/glide,1
prontera/spring-cloud-rest-tcc,apache/incubator-skywalking,1
ReactiveX/RxJava,JakeWharton/ThreeTenABP,1
TeamNewPipe/NewPipe,termux/termux-app,1
zxing/zxing,koral--/android-gif-drawable,1
mockito/mockito,spotify/helios,1
JakeWharton/butterknife,material-components/material-components-android,1
apache/flink,apache/storm,1
asLody/VirtualApp,didi/VirtualAPK,1
prestodb/presto,facebook/fresco,1
realm/realm-java,davideas/FlexibleAdapter,1
apache/rocketmq,naver/pinpoint,1
apache/jmeter,apache/zookeeper,1
yanzhenjie/Album,yanzhenjie/SwipeRecyclerView,1
oblac/jodd,junit-team/junit5,1
Graylog2/graylog2-server,alibaba/atlas,1
ctripcorp/apollo,CalebFenton/simplify,1
aurelhubert/ahbottomnavigation,FasterXML/jackson-databind,1
zhihu/Matisse,crazycodeboy/TakePhoto,1
thingsboard/thingsboard,Graylog2/graylog2-server,1
futuresimple/android-floating-action-button,jgilfelt/chuck,1
lovetuzitong/MultiImageSelector,Tencent/GT,1
apache/zeppelin,apache/jmeter,1
square/okhttp,square/tape,1
googlesamples/android-testing,firebase/quickstart-android,1
square/sqlbrite,JakeWharton/timber,1
ReactiveX/RxJava,facebook/litho,1
apache/zeppelin,apache/kylin,1
pmd/pmd,spring-projects/spring-boot,1
google/auto,googlemaps/android-maps-utils,1
square/retrofit,alibaba/druid,1
square/okhttp,material-components/material-components-android,1
airbnb/lottie-android,wasabeef/glide-transformations,1
lipangit/JiaoZiVideoPlayer,YoKeyword/Fragmentation,1
square/okhttp,google/guice,1
material-components/material-components-android,uber/AutoDispose,1
apache/tomcat,apache/zeppelin,1
alibaba/druid,alibaba/atlas,1
CalebFenton/simplify,skylot/jadx,1
reactive-streams/reactive-streams-jvm,resilience4j/resilience4j,1
realm/realm-java,square/okhttp,1
google/auto,JakeWharton/timber,1
JakeWharton/ThreeTenABP,square/retrofit,1
apache/cordova-android,spring-cloud/spring-cloud-netflix,1
JakeWharton/timber,square/retrofit,1
oracle/graal,signalapp/Signal-Android,1
JakeWharton/butterknife,google/gson,1
Konloch/bytecode-viewer,yanzhenjie/NoHttp,1
Tencent/tinker,CymChad/BaseRecyclerViewAdapterHelper,1
ACRA/acra,greenrobot/EventBus,1
jfoenixadmin/JFoenix,AsyncHttpClient/async-http-client,1
Netflix/archaius,Netflix/Hystrix,1
reactor/reactor-core,rabbitmq/rabbitmq-tutorials,1
alibaba/druid,Graylog2/graylog2-server,1
junit-team/junit5,vert-x3/vertx-examples,1
spring-projects/spring-data-examples,keycloak/keycloak,1
facebook/facebook-android-sdk,facebook/buck,1
ReactiveX/RxJava,vert-x3/vertx-examples,1
Netflix/Hystrix,dropwizard/dropwizard,1
MindorksOpenSource/android-mvp-architecture,MindorksOpenSource/android-interview-questions,1
Activiti/Activiti,brettwooldridge/HikariCP,1
apache/kylin,apache/flink,1
apache/cordova-android,zxing/zxing,1
JakeWharton/butterknife,rengwuxian/MaterialEditText,1
nostra13/Android-Universal-Image-Loader,google/ExoPlayer,1
Activiti/Activiti,alibaba/druid,1
lingochamp/FileDownloader,baoyongzhang/SwipeMenuListView,1
jOOQ/jOOQ,spring-projects/spring-boot,1
material-components/material-components-android,googlesamples/easypermissions,1
square/moshi,ReactiveX/RxAndroid,1
firebase/quickstart-android,google/guava,1
square/leakcanary,JakeWharton/ThreeTenABP,1
facebook/litho,facebook/react-native-fbsdk,1
skylot/jadx,MinecraftForge/MinecraftForge,1
bluelinelabs/Conductor,realm/realm-java,1
google/ExoPlayer,TakuSemba/Spotlight,1
apache/ignite,apache/kylin,1
yanzhenjie/NoHttp,square/javapoet,1
objectbox/objectbox-java,zxing/zxing,1
bazelbuild/bazel,google/closure-compiler,1
jeasonlzy/okhttp-OkGo,scwang90/SmartRefreshLayout,1
firebase/quickstart-android,zo0r/react-native-push-notification,1
apache/hive,prestodb/presto,1
zxing/zxing,pushtorefresh/storio,1
flyway/flyway,dropwizard/metrics,1
mockito/mockito,spring-projects/spring-boot,1
amirzaidi/Launcher3,Freeyourgadget/Gadgetbridge,1
TakuSemba/Spotlight,google/ExoPlayer,1
googlesamples/android-testing,bazelbuild/bazel,1
facebook/litho,bazelbuild/bazel,1
NanoHttpd/nanohttpd,apereo/cas,1
MindorksOpenSource/android-interview-questions,FasterXML/jackson-databind,1
codecentric/spring-boot-admin,ethereum/ethereumj,1
CymChad/BaseRecyclerViewAdapterHelper,Tencent/VasSonic,1
ReactiveX/RxJava,square/tape,1
gotev/android-upload-service,square/retrofit,1
amitshekhariitbhu/Android-Debug-Database,MindorksOpenSource/android-mvp-architecture,1
square/tape,google/gson,1
netty/netty,floragunncom/search-guard,1
btraceio/btrace,apache/cordova-android,1
dropwizard/metrics,resilience4j/resilience4j,1
weibocom/motan,netty/netty,1
pushtorefresh/storio,mockito/mockito,1
google/guava,ben-manes/caffeine,1
reactor/reactor-core,uber/AutoDispose,1
brettwooldridge/HikariCP,oblac/jodd,1
oblac/jodd,Activiti/Activiti,1
resilience4j/resilience4j,codecentric/spring-boot-admin,1
pmd/pmd,google/guava,1
thingsboard/thingsboard,alibaba/ARouter,1
bazelbuild/bazel,square/dagger,1
facebook/fresco,facebook/react-native-fbsdk,1
vert-x3/vertx-examples,junit-team/junit5,1
JakeWharton/butterknife,square/retrofit,1
google/guava,json-path/JsonPath,1
realm/realm-java,androidannotations/androidannotations,1
redisson/redisson,weibocom/motan,1
XRecyclerView/XRecyclerView,wyouflf/xUtils3,1
raphw/byte-buddy,rzwitserloot/lombok,1
chrisjenx/Calligraphy,CymChad/BaseRecyclerViewAdapterHelper,1
alibaba/ARouter,luckybilly/CC,1
uber/AutoDispose,alibaba/ARouter,1
openzipkin/zipkin,apache/incubator-skywalking,1
spotify/helios,crate/crate,1
Marswin/MarsDaemon,objectbox/objectbox-java,1
ethereum/ethereumj,apache/rocketmq,1
raphw/byte-buddy,MinecraftForge/MinecraftForge,1
termux/termux-app,TeamNewPipe/NewPipe,1
CarGuo/GSYVideoPlayer,razerdp/BasePopup,1
JakeWharton/butterknife,square/leakcanary,1
lettuce-io/lettuce-core,Activiti/Activiti,1
square/retrofit,ReactiveX/RxAndroid,1
ReactiveX/RxJava,oblac/jodd,1
alibaba/druid,apache/incubator-skywalking,1
reactor/reactor-core,vavr-io/vavr,1
ReactiveX/RxJava,junit-team/junit5,1
netty/netty,google/gson,1
izzyleung/ZhihuDailyPurify,bazelbuild/bazel,1
square/tape,square/javapoet,1
junit-team/junit5,skylot/jadx,1
tomakehurst/wiremock,rest-assured/rest-assured,1
junit-team/junit5,ReactiveX/RxJava,1
material-components/material-components-android,bumptech/glide,1
alibaba/druid,alibaba/jvm-sandbox,1
swagger-api/swagger-core,mockito/mockito,1
jeasonlzy/okhttp-OkGo,zhihu/Matisse,1
CymChad/BaseRecyclerViewAdapterHelper,LuckSiege/PictureSelector,1
alibaba/fastjson,querydsl/querydsl,1
facebook/buck,facebook/react-native-fbsdk,1
spring-projects/spring-petclinic,spring-projects/spring-framework,1
Tencent/tinker,shwenzhang/AndResGuard,1
Netflix/Hystrix,Netflix/ribbon,1
pmd/pmd,javaee-samples/javaee7-samples,1
Activiti/Activiti,uber/AutoDispose,1
square/retrofit,nostra13/Android-Universal-Image-Loader,1
google/ExoPlayer,apache/hive,1
google/auto,google/ExoPlayer,1
ReactiveX/RxAndroid,bumptech/glide,1
square/dagger,google/guava,1
JakeWharton/timber,facebook/stetho,1
spring-cloud/spring-cloud-netflix,naver/pinpoint,1
apache/incubator-skywalking,spring-cloud/spring-cloud-netflix,1
facebook/stetho,objectbox/objectbox-java,1
bumptech/glide,google/ExoPlayer,1
square/moshi,square/tape,1
alibaba/ARouter,alibaba/fastjson,1
xuxueli/xxl-job,alibaba/jvm-sandbox,1
alibaba/atlas,alibaba/druid,1
Graylog2/graylog2-server,apereo/cas,1
ethereum/ethereumj,ctripcorp/apollo,1
mrniko/netty-socketio,redisson/redisson,1
square/picasso,square/javapoet,1
MindorksOpenSource/android-interview-questions,MindorksOpenSource/android-mvp-architecture,1
alibaba/atlas,Graylog2/graylog2-server,1
naver/pinpoint,koral--/android-gif-drawable,1
springfox/springfox,brettwooldridge/HikariCP,1
cglib/cglib,spring-projects/spring-framework,1
ChrisRM/material-theme-jetbrains,crazyandcoder/citypicker,1
JessYanCoding/ProgressManager,Bigkoo/Android-PickerView,1
google/guava,google/closure-compiler,1
apache/flink,OpenRefine/OpenRefine,1
apache/jmeter,zxing/zxing,1
google/guava,pmd/pmd,1
apache/ignite,apache/hive,1
JakeWharton/timber,square/tape,1
google/guava,skylot/jadx,1
apache/kafka,apache/kylin,1
google/guice,ben-manes/caffeine,1
apache/jmeter,apache/cordova-android,1
netty/netty,h2oai/h2o-3,1
ACRA/acra,evernote/android-job,1
DroidPluginTeam/DroidPlugin,didi/VirtualAPK,1
uber/AutoDispose,material-components/material-components-android,1
guolindev/booksource,LitePalFramework/LitePal,1
google/gson,firebase/quickstart-android,1
thingsboard/thingsboard,alibaba/druid,1
google/guava,JanusGraph/janusgraph,1
apereo/cas,CalebFenton/simplify,1
jgilfelt/chuck,futuresimple/android-floating-action-button,1
Graylog2/graylog2-server,alibaba/fastjson,1
jgilfelt/chuck,aurelhubert/ahbottomnavigation,1
pushtorefresh/storio,apache/cordova-android,1
brettwooldridge/HikariCP,spring-projects/spring-boot,1
bumptech/glide,ReactiveX/RxAndroid,1
OpenRefine/OpenRefine,Activiti/Activiti,1
apereo/cas,ethereum/ethereumj,1
aa112901/remusic,laobie/StatusBarUtil,1
FasterXML/jackson-databind,PhilJay/MPAndroidChart,1
flyway/flyway,thingsboard/thingsboard,1
netty/netty,eirslett/frontend-maven-plugin,1
google/guice,square/okhttp,1
MinecraftForge/MinecraftForge,skylot/jadx,1
WritingMinds/ffmpeg-android-java,google/ExoPlayer,1
medcl/elasticsearch-analysis-ik,elastic/elasticsearch,1
spring-projects/spring-framework,oblac/jodd,1
ReactiveX/RxJava,google/gson,1
koral--/android-gif-drawable,pushtorefresh/storio,1
jdsjlzx/LRecyclerView,XRecyclerView/XRecyclerView,1
YoKeyword/Fragmentation,crazycodeboy/TakePhoto,1
zaproxy/zaproxy,SeleniumHQ/selenium,1
requery/requery,owncloud/android,1
ReactiveX/RxAndroid,google/auto,1
alibaba/druid,flyway/flyway,1
brettwooldridge/HikariCP,netty/netty,1
koral--/android-gif-drawable,spring-cloud/spring-cloud-netflix,1
apache/groovy,apache/zeppelin,1
apache/jmeter,mockito/mockito,1
rabbitmq/rabbitmq-tutorials,spring-projects/spring-boot,1
facebook/facebook-android-sdk,react-native-community/react-native-svg,1
eugenp/tutorials,eirslett/frontend-maven-plugin,1
gongwen/MarqueeViewLibrary,permissions-dispatcher/PermissionsDispatcher,1
square/okhttp,square/sqlbrite,1
mockito/mockito,junit-team/junit4,1
asLody/VirtualApp,DroidPluginTeam/DroidPlugin,1
keycloak/keycloak,confluentinc/ksql,1
TommyLemon/Android-ZBLibrary,TommyLemon/APIJSON,1
Justson/AgentWeb,crazycodeboy/TakePhoto,1
apache/zookeeper,apache/ignite,1
square/picasso,JakeWharton/timber,1
ethereum/ethereumj,NanoHttpd/nanohttpd,1
cSploit/android,ThirtyDegreesRay/OpenHub,1
square/moshi,ReactiveX/RxJava,1
apache/flink,apache/zeppelin,1
yanzhenjie/AndPermission,florent37/MaterialViewPager,1
scwang90/SmartRefreshLayout,TommyLemon/Android-ZBLibrary,1
alibaba/fastjson,uber/AutoDispose,1
xetorthio/jedis,aws/aws-sdk-java,1
AsyncHttpClient/async-http-client,oblac/jodd,1
rabbitmq/rabbitmq-tutorials,spring-projects/spring-petclinic,1
pwittchen/ReactiveNetwork,zxing/zxing,1
netty/netty,testcontainers/testcontainers-java,1
alibaba/ARouter,apereo/cas,1
spring-projects/spring-data-examples,rabbitmq/rabbitmq-tutorials,1
CymChad/BaseRecyclerViewAdapterHelper,didi/VirtualAPK,1
google/guice,googlesamples/android-testing,1
apache/zookeeper,apache/tomcat,1
apache/storm,apache/ignite,1
thingsboard/thingsboard,apereo/cas,1
eugenp/tutorials,square/okhttp,1
square/tape,JakeWharton/ThreeTenABP,1
thingsboard/thingsboard,uber/AutoDispose,1
zhihu/Matisse,yanzhenjie/Album,1
lets-blade/blade,TechEmpower/FrameworkBenchmarks,1
ReactiveX/RxAndroid,square/sqlbrite,1
google/guava,spring-projects/spring-boot,1
CymChad/BaseRecyclerViewAdapterHelper,WVector/AppUpdate,1
apache/cordova-android,mockito/mockito,1
ReactiveX/RxJava,resilience4j/resilience4j,1
ReactiveX/RxAndroid,square/leakcanary,1
google/closure-compiler,google/guice,1
apache/flink,apache/kylin,1
koral--/android-gif-drawable,btraceio/btrace,1
SeleniumHQ/selenium,bazelbuild/bazel,1
elastic/elasticsearch,OpenRefine/OpenRefine,1
elastic/elasticsearch,jOOQ/jOOQ,1
PhilJay/MPAndroidChart,MindorksOpenSource/android-interview-questions,1
spockframework/spock,pmd/pmd,1
MinecraftForge/MinecraftForge,google/guice,1
brettwooldridge/HikariCP,undertow-io/undertow,1
alibaba/ARouter,alibaba/jvm-sandbox,1
hibernate/hibernate-orm,FasterXML/jackson-databind,1
square/tape,google/auto,1
koral--/android-gif-drawable,pwittchen/ReactiveNetwork,1
yanzhenjie/NoHttp,shwenzhang/AndResGuard,1
google/guice,reactor/reactor-core,1
skylot/jadx,google/guava,1
junit-team/junit5,powermock/powermock,1
apereo/cas,alibaba/atlas,1
requery/requery,trello/RxLifecycle,1
MinecraftForge/MinecraftForge,alibaba/ARouter,1
OpenRefine/OpenRefine,apereo/cas,1
apache/incubator-skywalking,CalebFenton/simplify,1
WVector/AppUpdate,scwang90/SmartRefreshLayout,1
crate/crate,ctripcorp/apollo,1
pmd/pmd,google/guice,1
jersey/jersey,swagger-api/swagger-core,1
wix/react-native-navigation,facebook/buck,1
yanzhenjie/AndPermission,yanzhenjie/NoHttp,1
JakeWharton/ThreeTenABP,bumptech/glide,1
PhilJay/MPAndroidChart,prolificinteractive/material-calendarview,1
facebook/react-native-fbsdk,facebook/litho,1
alibaba/jstorm,weibocom/motan,1
koral--/android-gif-drawable,apache/jmeter,1
ctripcorp/apollo,apereo/cas,1
junit-team/junit5,web3j/web3j,1
firebase/quickstart-android,mikepenz/MaterialDrawer,1
cymcsg/UltimateRecyclerView,square/okhttp,1
ReactiveX/RxAndroid,square/retrofit,1
neo4j/neo4j,apache/kafka,1
bumptech/glide,koral--/android-gif-drawable,1
facebook/react-native-fbsdk,facebook/buck,1
vavr-io/vavr,immutables/immutables,1
Activiti/Activiti,web3j/web3j,1
libgdx/libgdx,daimajia/AndroidSwipeLayout,1
square/okhttp,JodaOrg/joda-time,1
YoKeyword/Fragmentation,lipangit/JiaoZiVideoPlayer,1
