Source,Target,Weight
MinecraftForge/MinecraftForge,alibaba/atlas,1
arcadefire/nice-spinner,lzyzsd/JsBridge,1
ximsfei/Android-skin-support,alibaba/vlayout,1
spotify/helios,reactor/reactor-core,1
JoanZapata/android-pdfview,wix/react-native-navigation,1
openzipkin/zipkin,cglib/cglib,1
junit-team/junit4,netty/netty,1
codecentric/spring-boot-admin,aws/aws-sdk-java,1
google/guava,jOOQ/jOOQ,1
Freeyourgadget/Gadgetbridge,kabouzeid/Phonograph,1
spring-projects/spring-boot,aws/aws-sdk-java,1
scwang90/SmartRefreshLayout,LuckSiege/PictureSelector,1
neo4j/neo4j,netty/netty,1
yanzhenjie/SwipeRecyclerView,yanzhenjie/NoHttp,1
oblac/jodd,spring-cloud/spring-cloud-netflix,1
aurelhubert/ahbottomnavigation,wix/react-native-navigation,1
square/moshi,square/sqlbrite,1
testcontainers/testcontainers-java,elastic/elasticsearch,1
alibaba/druid,hs-web/hsweb-framework,1
google/ExoPlayer,google/guice,1
java-native-access/jna,rzwitserloot/lombok,1
querydsl/querydsl,springfox/springfox,1
facebook/facebook-android-sdk,prestodb/presto,1
CalebFenton/simplify,apache/rocketmq,1
alibaba/jvm-sandbox,apereo/cas,1
spotify/helios,zxing/zxing,1
apache/groovy,junit-team/junit5,1
junit-team/junit5,oblac/jodd,1
square/javapoet,ReactiveX/RxAndroid,1
johncarl81/parceler,alibaba/freeline,1
apache/tomcat,apache/jmeter,1
ReactiveX/RxAndroid,google/gson,1
apache/storm,apache/kylin,1
ethereum/ethereumj,apache/flink,1
apache/groovy,apache/lucene-solr,1
elastic/elasticsearch,google/gson,1
permissions-dispatcher/PermissionsDispatcher,airbnb/native-navigation,1
alibaba/freeline,GrenderG/Toasty,1
chennaione/sugar,greenrobot/EventBus,1
square/leakcanary,square/moshi,1
Tencent/VasSonic,CymChad/BaseRecyclerViewAdapterHelper,1
Konloch/bytecode-viewer,shwenzhang/AndResGuard,1
spring-projects/spring-boot,square/okhttp,1
rstudio/rstudio,bazelbuild/bazel,1
pili-engineering/PLDroidPlayer,google/ExoPlayer,1
libgdx/libgdx,apache/hive,1
square/moshi,aosp-mirror/platform_frameworks_base,1
spring-projects/spring-boot,jOOQ/jOOQ,1
google/guava,brettwooldridge/HikariCP,1
aurelhubert/ahbottomnavigation,PhilJay/MPAndroidChart,1
apereo/cas,resilience4j/resilience4j,1
eirslett/frontend-maven-plugin,spring-projects/spring-boot,1
react-native-community/react-native-svg,DylanVann/react-native-fast-image,1
apache/incubator-skywalking,ethereum/ethereumj,1
raphw/byte-buddy,dropwizard/dropwizard,1
koral--/android-gif-drawable,naver/pinpoint,1
square/okhttp,spring-projects/spring-boot,1
ctripcorp/apollo,apache/flink,1
MindorksOpenSource/android-interview-questions,aurelhubert/ahbottomnavigation,1
wyouflf/xUtils3,XRecyclerView/XRecyclerView,1
apereo/cas,flyway/flyway,1
bumptech/glide,facebook/litho,1
square/sqlbrite,square/retrofit,1
square/javapoet,square/picasso,1
CalebFenton/simplify,resilience4j/resilience4j,1
apereo/cas,alibaba/canal,1
daimajia/AndroidImageSlider,hackware1993/MagicIndicator,1
alibaba/jvm-sandbox,MinecraftForge/MinecraftForge,1
uber/AutoDispose,alibaba/fastjson,1
apache/storm,apache/flink,1
guardianproject/haven,arduino/Arduino,1
bazelbuild/bazel,junit-team/junit5,1
firebase/quickstart-android,googlemaps/android-maps-utils,1
netty/netty,openzipkin/zipkin,1
rabbitmq/rabbitmq-tutorials,reactor/reactor-core,1
apache/cordova-android,ctripcorp/apollo,1
ben-manes/caffeine,JanusGraph/janusgraph,1
pili-engineering/PLDroidPlayer,CarGuo/GSYVideoPlayer,1
google/guava,raphw/byte-buddy,1
vavr-io/vavr,netty/netty,1
MinecraftForge/MinecraftForge,runelite/runelite,1
spring-projects/spring-boot,vavr-io/vavr,1
naver/pinpoint,apache/cordova-android,1
googlesamples/easypermissions,googlemaps/android-maps-utils,1
spring-projects/spring-boot,google/guava,1
material-components/material-components-android,square/okhttp,1
davideas/FlexibleAdapter,zhihu/Matisse,1
bumptech/glide,pmd/pmd,1
googlesamples/android-testing,google/guice,1
Alluxio/alluxio,prestodb/presto,1
google/guava,MinecraftForge/MinecraftForge,1
apereo/cas,ctripcorp/apollo,1
googlesamples/easypermissions,google/ExoPlayer,1
square/sqlbrite,square/tape,1
runelite/runelite,MinecraftForge/MinecraftForge,1
yanzhenjie/AndPermission,zhihu/Matisse,1
codecentric/spring-boot-admin,NanoHttpd/nanohttpd,1
flyway/flyway,MinecraftForge/MinecraftForge,1
weibocom/motan,redisson/redisson,1
Tencent/GT,square/okhttp,1
apache/incubator-skywalking,apereo/cas,1
javaee-samples/javaee7-samples,pmd/pmd,1
mockito/mockito,reactor/reactor-core,1
apache/flink,apache/lucene-solr,1
facebook/fresco,facebook/litho,1
apache/jmeter,apache/flink,1
apache/ignite,apache/zookeeper,1
netty/netty,google/guava,1
json-path/JsonPath,google/guava,1
json-path/JsonPath,prestodb/presto,1
elastic/elasticsearch,floragunncom/search-guard,1
flyway/flyway,alibaba/ARouter,1
square/javapoet,square/leakcanary,1
spring-cloud/spring-cloud-netflix,Netflix/ribbon,1
AltBeacon/android-beacon-library,prolificinteractive/material-calendarview,1
swagger-api/swagger-core,spring-projects/spring-boot,1
resilience4j/resilience4j,reactor/reactor-core,1
Activiti/Activiti,flyway/flyway,1
Graylog2/graylog2-server,alibaba/druid,1
uber/AutoDispose,alibaba/canal,1
Activiti/Activiti,skylot/jadx,1
realm/realm-java,JakeWharton/RxRelay,1
apache/kylin,apache/tomcat,1
redisson/redisson,mrniko/netty-socketio,1
CalebFenton/simplify,ethereum/ethereumj,1
ben-manes/caffeine,google/guava,1
siacs/Conversations,owncloud/android,1
scwang90/SmartRefreshLayout,WVector/AppUpdate,1
JakeWharton/butterknife,JakeWharton/ThreeTenABP,1
square/picasso,square/tape,1
reactor/reactor-core,spotify/helios,1
JakeWharton/ThreeTenABP,square/picasso,1
wix/react-native-navigation,aurelhubert/ahbottomnavigation,1
alibaba/fastjson,alibaba/jvm-sandbox,1
springfox/springfox,FasterXML/jackson-databind,1
spockframework/spock,ReactiveX/RxJava,1
TechEmpower/FrameworkBenchmarks,lets-blade/blade,1
TeamNewPipe/NewPipe,airbnb/lottie-android,1
square/javapoet,yanzhenjie/SwipeRecyclerView,1
zhihu/Matisse,LuckSiege/PictureSelector,1
spring-cloud/spring-cloud-netflix,codingapi/tx-lcn,1
skylot/jadx,brettwooldridge/HikariCP,1
ReactiveX/RxJava,CymChad/BaseRecyclerViewAdapterHelper,1
apereo/cas,Graylog2/graylog2-server,1
JakeWharton/timber,JakeWharton/ThreeTenABP,1
scribejava/scribejava,FasterXML/jackson-databind,1
apache/flink,apache/incubator-skywalking,1
mcxtzhang/SwipeDelMenuLayout,LuckSiege/PictureSelector,1
FasterXML/jackson-databind,square/okhttp,1
JakeWharton/timber,google/gson,1
square/sqlbrite,square/moshi,1
netty/netty,AsyncHttpClient/async-http-client,1
ctripcorp/apollo,apache/cordova-android,1
lingochamp/FileDownloader,lingochamp/okdownload,1
square/sqlbrite,google/gson,1
yanzhenjie/AndPermission,yanzhenjie/SwipeRecyclerView,1
huangyanbin/smartTable,yanzhenjie/SwipeRecyclerView,1
reactor/reactor-core,google/guice,1
aws/aws-sdk-java,prestodb/presto,1
alibaba/ARouter,Graylog2/graylog2-server,1
raphw/byte-buddy,junit-team/junit5,1
apache/lucene-solr,apache/storm,1
JakeWharton/ThreeTenABP,JakeWharton/butterknife,1
apache/ignite,apache/kafka,1
lettuce-io/lettuce-core,oblac/jodd,1
btraceio/btrace,pushtorefresh/storio,1
square/moshi,robinhood/ticker,1
google/gson,ReactiveX/RxJava,1
zhihu/Matisse,davideas/FlexibleAdapter,1
mockito/mockito,swagger-api/swagger-core,1
flyway/flyway,alibaba/druid,1
aurelhubert/ahbottomnavigation,futuresimple/android-floating-action-button,1
google/gson,square/dagger,1
zxing/zxing,btraceio/btrace,1
apache/kafka,netty/netty,1
arduino/Arduino,Konloch/bytecode-viewer,1
prolificinteractive/material-calendarview,AltBeacon/android-beacon-library,1
LuckSiege/PictureSelector,CymChad/BaseRecyclerViewAdapterHelper,1
DylanVann/react-native-fast-image,react-native-community/react-native-svg,1
react-native-community/react-native-svg,wix/react-native-navigation,1
reactor/reactor-core,resilience4j/resilience4j,1
apache/flink,apache/hive,1
JakeWharton/timber,square/picasso,1
Malinskiy/SuperRecyclerView,lipangit/JiaoZiVideoPlayer,1
owncloud/android,requery/requery,1
alibaba/jstorm,xetorthio/jedis,1
facebook/fresco,facebook/facebook-android-sdk,1
ctripcorp/apollo,NanoHttpd/nanohttpd,1
Netflix/archaius,Netflix/zuul,1
mybatis/spring-boot-starter,spring-cloud/spring-cloud-netflix,1
square/retrofit,robinhood/ticker,1
futuresimple/android-floating-action-button,Clans/FloatingActionButton,1
lipangit/JiaoZiVideoPlayer,daniulive/SmarterStreaming,1
SeleniumHQ/selenium,zaproxy/zaproxy,1
alibaba/atlas,flyway/flyway,1
shwenzhang/AndResGuard,Konloch/bytecode-viewer,1
daniulive/SmarterStreaming,google/ExoPlayer,1
apache/groovy,apache/jmeter,1
google/guice,google/ExoPlayer,1
junit-team/junit4,grpc/grpc-java,1
crazycodeboy/react-native-splash-screen,wix/react-native-navigation,1
codecentric/spring-boot-admin,apache/flink,1
apache/flink,NanoHttpd/nanohttpd,1
square/sqlbrite,square/okhttp,1
Qihoo360/RePlugin,didi/VirtualAPK,1
WritingMinds/ffmpeg-android-java,bytedeco/javacv,1
JakeWharton/ThreeTenABP,brettwooldridge/HikariCP,1
alibaba/fastjson,google/ExoPlayer,1
apache/rocketmq,resilience4j/resilience4j,1
square/picasso,JakeWharton/butterknife,1
brettwooldridge/HikariCP,junit-team/junit5,1
bazelbuild/bazel,izzyleung/ZhihuDailyPurify,1
apache/rocketmq,CalebFenton/simplify,1
google/guava,spring-cloud/spring-cloud-netflix,1
alibaba/jvm-sandbox,alibaba/canal,1
ctripcorp/apollo,resilience4j/resilience4j,1
apache/zookeeper,apache/flink,1
immutables/immutables,vavr-io/vavr,1
ctripcorp/apollo,crate/crate,1
bazelbuild/bazel,firebase/quickstart-android,1
google/ExoPlayer,WritingMinds/ffmpeg-android-java,1
springfox/springfox,alibaba/druid,1
JakeWharton/ThreeTenABP,ReactiveX/RxJava,1
vavr-io/vavr,spring-projects/spring-boot,1
google/guava,firebase/quickstart-android,1
google/gson,googlesamples/android-testing,1
bumptech/glide,ACRA/acra,1
square/dagger,google/gson,1
apache/lucene-solr,apache/jmeter,1
LuckSiege/PictureSelector,yanzhenjie/AndPermission,1
Freeyourgadget/Gadgetbridge,tronprotocol/java-tron,1
spring-projects/spring-boot,swagger-api/swagger-core,1
Yalantis/uCrop,scwang90/SmartRefreshLayout,1
apache/flink,resilience4j/resilience4j,1
ctripcorp/apollo,apache/rocketmq,1
yhaolpz/FloatWindow,Jasonchenlijian/FastBle,1
kabouzeid/Phonograph,Freeyourgadget/Gadgetbridge,1
springfox/springfox,spockframework/spock,1
google/guice,querydsl/querydsl,1
apache/flink,apache/zookeeper,1
reactor/reactor-core,btraceio/btrace,1
JessYanCoding/MVPArms,PhilJay/MPAndroidChart,1
alibaba/fastjson,Activiti/Activiti,1
perwendel/spark,spring-projects/spring-framework,1
alibaba/ARouter,flyway/flyway,1
spotify/helios,mockito/mockito,1
alibaba/jvm-sandbox,alibaba/fastjson,1
apache/groovy,apache/storm,1
WVector/AppUpdate,CymChad/BaseRecyclerViewAdapterHelper,1
netty/netty,apache/zeppelin,1
bumptech/glide,lipangit/JiaoZiVideoPlayer,1
square/javapoet,yanzhenjie/Album,1
JakeWharton/timber,square/sqlbrite,1
google/auto,square/picasso,1
facebook/stetho,JakeWharton/timber,1
mikepenz/MaterialDrawer,firebase/quickstart-android,1
pushtorefresh/storio,spring-cloud/spring-cloud-netflix,1
Karumi/Dexter,aurelhubert/ahbottomnavigation,1
mybatis/spring-boot-starter,mybatis/mybatis-3,1
objectbox/objectbox-java,CymChad/BaseRecyclerViewAdapterHelper,1
facebook/buck,facebook/fresco,1
rabbitmq/rabbitmq-tutorials,spring-cloud/spring-cloud-netflix,1
alibaba/jvm-sandbox,alibaba/druid,1
spring-cloud/spring-cloud-netflix,querydsl/querydsl,1
MinecraftForge/MinecraftForge,bumptech/glide,1
MinecraftForge/MinecraftForge,google/guava,1
google/closure-compiler,google/ExoPlayer,1
zxing/zxing,reactor/reactor-core,1
square/okhttp,google/auto,1
zhihu/Matisse,yanzhenjie/AndPermission,1
eirslett/frontend-maven-plugin,eugenp/tutorials,1
google/gson,netty/netty,1
codecentric/spring-boot-admin,CalebFenton/simplify,1
google/guice,google/closure-compiler,1
CarGuo/GSYVideoPlayer,LuckSiege/PictureSelector,1
square/retrofit,square/dagger,1
ReactiveX/RxJava,google/auto,1
grpc/grpc-java,JakeWharton/butterknife,1
alibaba/atlas,Activiti/Activiti,1
pmd/pmd,square/okhttp,1
didi/VirtualAPK,CymChad/BaseRecyclerViewAdapterHelper,1
guardianproject/haven,Konloch/bytecode-viewer,1
PhilJay/MPAndroidChart,FasterXML/jackson-databind,1
ReactiveX/RxJava,daimajia/AndroidSwipeLayout,1
square/okhttp,JakeWharton/butterknife,1
square/moshi,brettwooldridge/HikariCP,1
apache/zeppelin,apache/ignite,1
reactor/reactor-core,spring-projects/spring-framework,1
chrisjenx/Calligraphy,umano/AndroidSlidingUpPanel,1
ctripcorp/apollo,pwittchen/ReactiveNetwork,1
scwang90/SmartRefreshLayout,bumptech/glide,1
tronprotocol/java-tron,javaparser/javaparser,1
Freeyourgadget/Gadgetbridge,amirzaidi/Launcher3,1
apache/kylin,apache/ignite,1
facebook/buck,SeleniumHQ/selenium,1
umano/AndroidSlidingUpPanel,CymChad/BaseRecyclerViewAdapterHelper,1
crazycodeboy/react-native-splash-screen,react-native-community/react-native-camera,1
apache/jmeter,koral--/android-gif-drawable,1
crate/crate,apache/cordova-android,1
NLPchina/elasticsearch-sql,NLPchina/ansj_seg,1
apache/tomcat,apache/zookeeper,1
naver/pinpoint,apache/incubator-skywalking,1
ReactiveX/RxJava,grpc/grpc-java,1
oblac/jodd,lettuce-io/lettuce-core,1
kabouzeid/Phonograph,termux/termux-app,1
FasterXML/jackson-databind,MindorksOpenSource/android-interview-questions,1
aws/aws-sdk-java,zaproxy/zaproxy,1
spring-cloud/spring-cloud-netflix,apache/cordova-android,1
apache/jmeter,btraceio/btrace,1
koral--/android-gif-drawable,zxing/zxing,1
netty/netty,pmd/pmd,1
spring-cloud/spring-cloud-netflix,oblac/jodd,1
ReactiveX/RxJava,Netflix/archaius,1
NanoHttpd/nanohttpd,resilience4j/resilience4j,1
scwang90/SmartRefreshLayout,jeasonlzy/okhttp-OkGo,1
ReactiveX/RxJava,spockframework/spock,1
alibaba/fastjson,ChrisRM/material-theme-jetbrains,1
brettwooldridge/HikariCP,google/guava,1
ReactiveX/RxJava,springfox/springfox,1
CymChad/BaseRecyclerViewAdapterHelper,yanzhenjie/SwipeRecyclerView,1
hankcs/HanLP,elastic/elasticsearch,1
spring-projects/spring-boot,pmd/pmd,1
CymChad/BaseRecyclerViewAdapterHelper,ReactiveX/RxJava,1
raphw/byte-buddy,google/guava,1
mikepenz/FastAdapter,square/okhttp,1
PhilJay/MPAndroidChart,bluelinelabs/Conductor,1
reactor/reactor-core,naver/pinpoint,1
alibaba/druid,thingsboard/thingsboard,1
google/ExoPlayer,google/auto,1
spring-cloud/spring-cloud-netflix,pwittchen/ReactiveNetwork,1
brettwooldridge/HikariCP,ReactiveX/RxJava,1
google/ExoPlayer,googlesamples/easypermissions,1
crate/crate,zxing/zxing,1
flyway/flyway,Graylog2/graylog2-server,1
tomakehurst/wiremock,mockito/mockito,1
apache/flink,codecentric/spring-boot-admin,1
Graylog2/graylog2-server,alibaba/jvm-sandbox,1
reactor/reactor-core,koral--/android-gif-drawable,1
OpenRefine/OpenRefine,apache/flink,1
Graylog2/graylog2-server,alibaba/canal,1
ReactiveX/RxJava,bytedeco/javacv,1
objectbox/objectbox-java,Marswin/MarsDaemon,1
hazelcast/hazelcast,TechEmpower/FrameworkBenchmarks,1
apache/hive,apache/tomcat,1
alibaba/fastjson,alibaba/atlas,1
laobie/StatusBarUtil,aa112901/remusic,1
spring-cloud/spring-cloud-netflix,koral--/android-gif-drawable,1
apache/kafka,apache/zeppelin,1
google/ExoPlayer,nostra13/Android-Universal-Image-Loader,1
jhy/jsoup,square/okhttp,1
facebook/buck,prestodb/presto,1
reactor/reactor-core,rzwitserloot/lombok,1
facebook/litho,apache/beam,1
pili-engineering/PLDroidPlayer,lipangit/JiaoZiVideoPlayer,1
cglib/cglib,raphw/byte-buddy,1
dropwizard/dropwizard,Netflix/Hystrix,1
TeamNewPipe/NewPipe,cSploit/android,1
zxing/zxing,mockito/mockito,1
apache/cordova-android,pushtorefresh/storio,1
apache/kylin,apache/zookeeper,1
google/guava,square/dagger,1
apache/beam,facebook/litho,1
dianping/cat,LMAX-Exchange/disruptor,1
MinecraftForge/MinecraftForge,alibaba/druid,1
rest-assured/rest-assured,tomakehurst/wiremock,1
btraceio/btrace,naver/pinpoint,1
jgilfelt/chuck,Karumi/Dexter,1
GrenderG/Toasty,alibaba/freeline,1
yanzhenjie/Album,zhihu/Matisse,1
mockito/mockito,apache/jmeter,1
alibaba/vlayout,ximsfei/Android-skin-support,1
aosp-mirror/platform_frameworks_base,square/moshi,1
bazelbuild/bazel,googlesamples/easypermissions,1
NanoHttpd/nanohttpd,CalebFenton/simplify,1
prestodb/presto,facebook/react-native-fbsdk,1
apache/groovy,apache/zookeeper,1
apache/lucene-solr,apache/groovy,1
NanoHttpd/nanohttpd,codecentric/spring-boot-admin,1
googlemaps/android-maps-utils,bazelbuild/bazel,1
alibaba/jvm-sandbox,alibaba/atlas,1
alibaba/druid,MinecraftForge/MinecraftForge,1
bytedeco/javacv,google/ExoPlayer,1
TommyLemon/APIJSON,TommyLemon/Android-ZBLibrary,1
crazycodeboy/TakePhoto,YoKeyword/Fragmentation,1
mockito/mockito,pwittchen/ReactiveNetwork,1
Graylog2/graylog2-server,thingsboard/thingsboard,1
Graylog2/graylog2-server,MinecraftForge/MinecraftForge,1
alibaba/vlayout,LuckSiege/PictureSelector,1
JakeWharton/butterknife,square/sqlbrite,1
oblac/jodd,brettwooldridge/HikariCP,1
lipangit/JiaoZiVideoPlayer,pedant/sweet-alert-dialog,1
google/auto,JakeWharton/butterknife,1
yanzhenjie/SwipeRecyclerView,yanzhenjie/AndPermission,1
Activiti/Activiti,spockframework/spock,1
facebook/fresco,facebook/buck,1
btraceio/btrace,ctripcorp/apollo,1
ReactiveX/RxJava,square/picasso,1
google/gson,bazelbuild/bazel,1
Activiti/Activiti,ReactiveX/RxJava,1
facebook/react-native-fbsdk,prestodb/presto,1
apache/tomcat,apache/ignite,1
AriaLyy/Aria,lingochamp/FileDownloader,1
lettuce-io/lettuce-core,skylot/jadx,1
alibaba/freeline,johncarl81/parceler,1
springfox/springfox,vavr-io/vavr,1
google/guice,MinecraftForge/MinecraftForge,1
spring-cloud/spring-cloud-netflix,google/guava,1
spring-projects/spring-petclinic,spring-projects/spring-data-examples,1
mikepenz/AboutLibraries,mikepenz/FastAdapter,1
google/gson,ReactiveX/RxAndroid,1
springfox/springfox,querydsl/querydsl,1
Activiti/Activiti,thingsboard/thingsboard,1
square/moshi,square/dagger,1
springfox/springfox,skylot/jadx,1
dropwizard/metrics,flyway/flyway,1
gocd/gocd,spring-projects/spring-framework,1
alibaba/atlas,alibaba/jvm-sandbox,1
ACRA/acra,koral--/android-gif-drawable,1
JakeWharton/ThreeTenABP,airbnb/lottie-android,1
alibaba/jvm-sandbox,uber/AutoDispose,1
spring-projects/spring-boot,chanjarster/weixin-java-tools,1
google/auto,googlesamples/easypermissions,1
google/gson,google/ExoPlayer,1
floragunncom/search-guard,elastic/elasticsearch,1
oblac/jodd,web3j/web3j,1
elastic/elasticsearch,spring-projects/spring-boot,1
alibaba/vlayout,lygttpod/SuperTextView,1
aurelhubert/ahbottomnavigation,jgilfelt/chuck,1
alibaba/freeline,YoKeyword/Fragmentation,1
FasterXML/jackson-databind,querydsl/querydsl,1
CarGuo/GSYVideoPlayer,pili-engineering/PLDroidPlayer,1
hazelcast/hazelcast,neo4j/neo4j,1
MinecraftForge/MinecraftForge,alibaba/fastjson,1
spotify/helios,pushtorefresh/storio,1
flyway/flyway,apereo/cas,1
flyway/flyway,alibaba/fastjson,1
apache/jmeter,pushtorefresh/storio,1
google/auto,firebase/quickstart-android,1
spotify/helios,apache/cordova-android,1
rzwitserloot/lombok,facebook/litho,1
crazycodeboy/TakePhoto,LuckSiege/PictureSelector,1
junit-team/junit5,Activiti/Activiti,1
spring-projects/spring-data-examples,spring-projects/spring-petclinic,1
spotify/helios,naver/pinpoint,1
PhilJay/MPAndroidChart,mikepenz/FastAdapter,1
spring-cloud/spring-cloud-netflix,Netflix/archaius,1
airbnb/epoxy,pushtorefresh/storio,1
apache/lucene-solr,apache/kafka,1
jOOQ/jOOQ,google/guava,1
java-native-access/jna,raphw/byte-buddy,1
skylot/jadx,spockframework/spock,1
florent37/MaterialViewPager,yanzhenjie/AndPermission,1
apache/flink,ethereum/ethereumj,1
apache/jmeter,apache/tomcat,1
skylot/jadx,junit-team/junit5,1
crate/crate,pushtorefresh/storio,1
prolificinteractive/material-calendarview,PhilJay/MPAndroidChart,1
aosp-mirror/platform_frameworks_base,JakeWharton/timber,1
apache/hive,apache/zeppelin,1
JakeWharton/ThreeTenABP,wasabeef/glide-transformations,1
JanusGraph/janusgraph,ben-manes/caffeine,1
ctripcorp/apollo,btraceio/btrace,1
wasabeef/glide-transformations,bumptech/glide,1
apache/hive,apache/storm,1
NanoHttpd/nanohttpd,ethereum/ethereumj,1
google/gson,google/closure-compiler,1
bumptech/glide,scwang90/SmartRefreshLayout,1
didi/VirtualAPK,asLody/VirtualApp,1
netty/netty,weibocom/motan,1
apache/storm,apache/rocketmq,1
alibaba/ARouter,thingsboard/thingsboard,1
Tencent/tinker,square/moshi,1
